"","DATETIME (LOCAL)","DATETIME (UTC)","DATE (LT)","DATE (UTC)","REGION","COUNTRY","INCIDENT TYPE","VESSEL TYPE","MAERSK?","VESSEL ACTIVITY LOCATION","LAT","LONG","TIMEZONE","TIME OF DAY","ATTACKS","ATTACK SUCCESS"
"540",NA,NA,2015-04-12,2015-04-12,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",22.1570288888889,90.9972666666667,"Asia/Dhaka","UNKNOWN",1,1
"541",2015-04-11 03:50:00,2015-04-11 01:50:00,2015-04-11,2015-04-11,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.41666666666667,104.616666666667,"Asia/Kuala_Lumpur","NIGHT",1,0
"542",NA,NA,2015-04-10,2015-04-10,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.41666666666667,6.26666666666667,"Africa/Lagos","UNKNOWN",1,1
"543",2015-04-09 02:00:00,2015-04-09 00:00:00,2015-04-09,2015-04-09,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",6.29,3.38833333333333,"Africa/Lagos","NIGHT",1,0
"544",2015-04-08 00:30:00,2015-04-07 22:30:00,2015-04-08,2015-04-07,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","CREW VESSEL","0","OFF SHORE",21.7090563888889,89.3308641666667,"Asia/Dhaka","NIGHT",1,1
"545",2015-04-05 23:00:00,2015-04-05 21:00:00,2015-04-05,2015-04-05,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.2671666666667,107.007166666667,"Asia/Ho_Chi_Minh","EVENING",1,1
"546",2015-04-03 13:00:00,2015-04-03 11:00:00,2015-04-03,2015-04-03,"SOUTH EAST ASIA","MALAYSIA","THEFT AT BERTH","GENERAL CARGO VESSEL","0","BERTH",5.81348972222222,118.082943055556,"Asia/Kuala_Lumpur","AFTERNOON",1,1
"547",2015-04-03 08:00:00,2015-04-03 06:00:00,2015-04-03,2015-04-03,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.1233333333333,107.098333333333,"Asia/Ho_Chi_Minh","MORNING",1,1
"548",2015-04-03 04:49:00,2015-04-03 02:49:00,2015-04-03,2015-04-03,"MIDDLE EAST","YEMEN","ANTI-PIRACY/NAVAL OPERATION","MERCHANT VESSEL","0",NA,15.9616666666667,41.5683333333333,"Asia/Riyadh","NIGHT",1,0
"549",2015-04-02 05:34:00,2015-04-02 03:34:00,2015-04-02,2015-04-02,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.05388333333333,103.647216666667,"Asia/Jakarta","NIGHT",1,0
"550",2015-04-02 21:15:00,2015-04-02 19:15:00,2015-04-02,2015-04-02,"MIDDLE EAST","YEMEN","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,15.0266666666667,42.39,"Asia/Riyadh","EVENING",1,0
"551",2015-04-01 20:30:00,2015-04-01 18:30:00,2015-04-01,2015-04-01,"SOUTH EAST ASIA","INDONESIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.15833333333333,107.538666666667,"Asia/Jakarta","EVENING",1,1
"552",2015-04-01 04:15:00,2015-04-01 02:15:00,2015-04-01,2015-04-01,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","CONTAINER SHIP","0","OFF SHORE",1.01883333333333,103.609166666667,"Asia/Jakarta","NIGHT",1,1
"553",2015-04-01 03:00:00,2015-04-01 01:00:00,2015-04-01,2015-04-01,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",9.5,-12.3,"Africa/Abidjan","NIGHT",1,0
"554",NA,NA,2015-04-01,2015-04-01,"MIDDLE EAST","YEMEN","ANTI-PIRACY/NAVAL OPERATION","BULK CARRIER","0","OFF SHORE",14.4672055555556,42.6060105555556,"Asia/Riyadh","UNKNOWN",1,0
"555",2015-03-30 08:00:00,2015-03-30 06:00:00,2015-03-30,2015-03-30,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.45183333333333,104.663833333333,"Asia/Kuala_Lumpur","MORNING",1,1
"556",2015-03-30 08:00:00,2015-03-30 06:00:00,2015-03-30,2015-03-30,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",1.05383333333333,103.647166666667,"Asia/Jakarta","MORNING",1,0
"557",2015-03-30 05:55:00,2015-03-30 03:55:00,2015-03-30,2015-03-30,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.0875,103.567166666667,"Asia/Jakarta","NIGHT",1,0
"558",2015-03-30 04:00:00,2015-03-30 02:00:00,2015-03-30,2015-03-30,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.0805,103.578833333333,"Asia/Jakarta","NIGHT",1,0
"559",2015-03-30 00:45:00,2015-03-29 22:45:00,2015-03-30,2015-03-29,"SOUTH ASIA","INDIA","FAILED ATTACK, ROBBERY","DREDGER","0","ANCHORAGE",16.9833333333333,82.3,"Asia/Kolkata","NIGHT",1,0
"560",2015-03-29 05:00:00,2015-03-29 03:00:00,2015-03-29,2015-03-29,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.16683333333333,103.444166666667,"Asia/Jakarta","NIGHT",1,0
"561",2015-03-29 03:30:00,2015-03-29 01:30:00,2015-03-29,2015-03-29,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","TANKER","0","OFF SHORE",1.08333333333333,103.583333333333,"Asia/Jakarta","NIGHT",1,1
"562",NA,NA,2015-03-27,2015-03-27,"WEST AFRICA","NIGERIA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,6.075,4.875,"Africa/Lagos","UNKNOWN",1,0
"563",2015-03-26 22:10:00,2015-03-26 21:10:00,2015-03-26,2015-03-26,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","TUG","0","OFF SHORE",4.23333333333333,7.98333333333333,"Africa/Lagos","EVENING",1,0
"564",2015-03-26 15:24:00,2015-03-26 14:24:00,2015-03-26,2015-03-26,"SOUTH EAST ASIA","MALAYSIA","SUSPICIOUS ACTIVITY AT SEA","PRODUCT TANKER","0","OFF SHORE",2.96666666666667,104.716666666667,"Asia/Kuala_Lumpur","AFTERNOON",1,0
"565",NA,NA,2015-03-26,2015-03-26,"WEST AFRICA","NIGERIA","NOTICE",NA,"0",NA,6.43576444444444,3.3757325,"Africa/Lagos","UNKNOWN",1,0
"566",2015-03-25 21:30:00,2015-03-25 20:30:00,2015-03-25,2015-03-25,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","SUPPLY VESSEL","0","OFF SHORE",4.23333333333333,7.98333333333333,"Africa/Lagos","EVENING",1,0
"567",2015-03-25 19:30:00,2015-03-25 18:30:00,2015-03-25,2015-03-25,"SOUTH EAST ASIA","THAILAND","ARMED ROBBERY AT BERTH","BULK CARRIER","0","BERTH",13.517195,100.640258888889,"Asia/Bangkok","EVENING",1,1
"568",2015-03-25 02:30:00,2015-03-25 01:30:00,2015-03-25,2015-03-25,"WEST AFRICA","COTE D'IVOIRE","FAILED ATTACK, ROBBERY","GENERAL CARGO VESSEL","0","BERTH",5.28960944444444,-3.98454,"Africa/Abidjan","NIGHT",1,0
"569",NA,NA,2015-03-24,2015-03-24,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","HIJACKING AT SEA","FISHING VESSEL","0","OFF SHORE",8.72049888888889,50.4979705555556,"Africa/Nairobi","UNKNOWN",1,1
"570",NA,NA,2015-03-24,2015-03-24,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","HIJACKING AT SEA","FISHING VESSEL","0","OFF SHORE",8.82306027777778,50.4890441666667,"Africa/Nairobi","UNKNOWN",1,1
"571",2015-03-23 08:20:00,2015-03-23 07:20:00,2015-03-23,2015-03-23,"SOUTH ASIA","BANGLADESH","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",22.2896780555556,91.6929247222222,"Asia/Dhaka","MORNING",1,1
"572",2015-03-23 06:30:00,2015-03-23 05:30:00,2015-03-23,2015-03-23,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.16833333333333,103.473333333333,"Asia/Jakarta","MORNING",1,0
"573",2015-03-23 04:30:00,2015-03-23 03:30:00,2015-03-23,2015-03-23,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","WOOD CHIPS CARRIER","0","ANCHORAGE",20.7166666666667,107.183333333333,"Asia/Ho_Chi_Minh","NIGHT",1,1
"574",2015-03-22 22:15:00,2015-03-22 21:15:00,2015-03-22,2015-03-22,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","TUG","0","OFF SHORE",2.84333333333333,104.511666666667,"Asia/Kuala_Lumpur","EVENING",1,1
"575",2015-03-22 05:23:00,2015-03-22 04:23:00,2015-03-22,2015-03-22,"HORN OF AFRICA/ GULF OF ADEN","YEMEN","SUSPICIOUS ACTIVITY AT SEA","GENERAL CARGO VESSEL","0","OFF SHORE",14.4166666666667,42.5833333333333,"Asia/Riyadh","NIGHT",1,0
"576",2015-03-21 22:40:00,2015-03-21 21:40:00,2015-03-21,2015-03-21,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","FLOATING STORAGE OFFLOADING VESSEL","0","OFF SHORE",4.06666666666667,7.5,"Africa/Lagos","EVENING",1,1
"577",2015-03-21 09:00:00,2015-03-21 08:00:00,2015-03-21,2015-03-21,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","TUG","0","ANCHORAGE",22.1,91.7333333333333,"Asia/Dhaka","MORNING",1,1
"578",2015-03-21 05:45:00,2015-03-21 04:45:00,2015-03-21,2015-03-21,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CONTAINER SHIP","0","OFF SHORE",1.11666666666667,103.566666666667,"Asia/Jakarta","NIGHT",1,1
"579",2015-03-21 02:30:00,2015-03-21 01:30:00,2015-03-21,2015-03-21,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",3.93333333333333,98.75,"Asia/Jakarta","NIGHT",1,1
"580",2015-03-21 01:00:00,2015-03-21 00:00:00,2015-03-21,2015-03-21,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.22666666666667,103.971666666667,"Asia/Jakarta","NIGHT",1,0
"581",2015-03-20 21:30:00,2015-03-20 20:30:00,2015-03-20,2015-03-20,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CHEMICAL TANKER","0","ANCHORAGE",1.7,101.483333333333,"Asia/Jakarta","EVENING",1,0
"582",2015-03-20 11:54:00,2015-03-20 10:54:00,2015-03-20,2015-03-20,"SOUTH EAST ASIA","PHILIPPINES","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",6,119.216666666667,"Asia/Manila","MORNING",1,0
"583",2015-03-19 02:47:00,2015-03-19 01:47:00,2015-03-19,2015-03-19,"SOUTH EAST ASIA","SINGAPORE","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.27833333333333,104.276666666667,"Asia/Kuala_Lumpur","NIGHT",1,1
"584",2015-03-19 00:30:00,2015-03-18 23:30:00,2015-03-19,2015-03-18,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","SUPPLY VESSEL","0","OFF SHORE",4.18333333333333,8,"Africa/Lagos","NIGHT",1,1
"585",2015-03-18 01:30:00,2015-03-18 00:30:00,2015-03-18,2015-03-18,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.26,104.15,"Asia/Kuala_Lumpur","NIGHT",1,0
"586",2015-03-16 19:00:00,2015-03-16 18:00:00,2015-03-16,2015-03-16,"SOUTH ASIA","INDIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",17.6383333333333,83.42,"Asia/Kolkata","EVENING",1,1
"587",2015-03-15 04:30:00,2015-03-15 03:30:00,2015-03-15,2015-03-15,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.07483333333333,103.578833333333,"Asia/Jakarta","NIGHT",1,0
"588",NA,NA,2015-03-15,2015-03-15,"WEST AFRICA","NIGERIA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,6.1399575,3.40644833333333,"Africa/Lagos","UNKNOWN",1,0
"589",2015-03-14 05:30:00,2015-03-14 04:30:00,2015-03-14,2015-03-14,"WEST AFRICA","CONGO","THEFT AT ANCHORAGE","BARGE","0","ANCHORAGE",-3.25,11.8,"Africa/Lagos","NIGHT",1,1
"590",2015-03-12 22:45:00,2015-03-12 21:45:00,2015-03-12,2015-03-12,"WEST AFRICA","NIGERIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",6.45220888888889,3.37269555555556,"Africa/Lagos","EVENING",1,1
"591",2015-03-11 08:00:00,2015-03-11 07:00:00,2015-03-11,2015-03-11,"SOUTH EAST ASIA","VIETNAM","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",10.25,107.033333333333,"Asia/Ho_Chi_Minh","MORNING",1,1
"592",2015-03-10 15:08:00,2015-03-10 14:08:00,2015-03-10,2015-03-10,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",13.4,50.0333333333333,"Asia/Riyadh","AFTERNOON",1,0
"593",2015-03-10 13:48:00,2015-03-10 12:48:00,2015-03-10,2015-03-10,"WEST AFRICA","GHANA","SUSPICIOUS ACTIVITY AT SEA","FISHING VESSEL","0","OFF SHORE",4.06666666666667,-0.633333333333333,"Africa/Accra","AFTERNOON",1,0
"594",NA,NA,2015-03-10,2015-03-10,"EUROPE","UKRAINE","OTHER MARITIME RISK","GENERAL CARGO VESSEL","0",NA,44.6235380555556,33.5199738888889,"Europe/Simferopol","UNKNOWN",1,1
"595",2015-03-09 04:08:00,2015-03-09 03:08:00,2015-03-09,2015-03-09,"SOUTH EAST ASIA","INDONESIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",1.71666666666667,105.833333333333,"Asia/Jakarta","NIGHT",1,1
"596",2015-03-07 09:30:00,2015-03-07 08:30:00,2015-03-07,2015-03-07,"SOUTH EAST ASIA","PHILIPPINES","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",6.2185,119.836333333333,"Asia/Manila","MORNING",1,0
"597",2015-03-05 21:40:00,2015-03-05 20:40:00,2015-03-05,2015-03-05,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","UNKNOWN","0","OFF SHORE",4.15,7.91666666666667,"Africa/Lagos","EVENING",1,1
"598",NA,NA,2015-03-05,2015-03-05,"SOUTH EAST ASIA","INDONESIA","ANTI-PIRACY/NAVAL OPERATION","MERCHANT VESSEL","0",NA,1.13333333333333,103.916666666667,"Asia/Jakarta","UNKNOWN",1,0
"599",2015-03-03 03:25:00,2015-03-03 02:25:00,2015-03-03,2015-03-03,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","REEFER","0","BERTH",6.44497277777778,3.38382111111111,"Africa/Lagos","NIGHT",1,0
"600",NA,NA,2015-03-03,2015-03-03,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PASSENGER VESSEL","0","BERTH",5.58333333333333,5.41666666666667,"Africa/Lagos","MORNING",1,1
"601",NA,NA,2015-03-01,2015-03-01,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","BERTH",12.4116666666667,47.865,"Africa/Nairobi","UNKNOWN",1,0
"602",NA,NA,2015-02-26,2015-02-26,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK","TANKER","0",NA,6.38830722222222,3.40139,"Africa/Lagos","UNKNOWN",1,1
"603",2015-02-25 13:35:00,2015-02-25 12:35:00,2015-02-25,2015-02-25,"HORN OF AFRICA/ GULF OF ADEN","DJIBOUTI","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",13.05,43.1,"Asia/Riyadh","AFTERNOON",1,0
"604",2015-02-25 06:15:00,2015-02-25 05:15:00,2015-02-25,2015-02-25,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.07333333333333,103.606666666667,"Asia/Jakarta","MORNING",1,1
"605",2015-02-25 04:30:00,2015-02-25 03:30:00,2015-02-25,2015-02-25,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.13333333333333,103.466666666667,"Asia/Jakarta","NIGHT",1,0
"606",2015-02-25 03:05:00,2015-02-25 02:05:00,2015-02-25,2015-02-25,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.0815,103.575,"Asia/Jakarta","NIGHT",1,0
"607",2015-02-25 01:30:00,2015-02-25 00:30:00,2015-02-25,2015-02-25,"SOUTH EAST ASIA","VIETNAM","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",20.6966666666667,107.283333333333,"Asia/Ho_Chi_Minh","NIGHT",1,1
"608",NA,NA,2015-02-25,2015-02-25,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","CONTAINER SHIP","0","OFF SHORE",1.08166666666667,103.558333333333,"Asia/Jakarta","UNKNOWN",1,1
"609",2015-02-23 05:00:00,2015-02-23 04:00:00,2015-02-23,2015-02-23,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PRODUCT TANKER","0","OFF SHORE",4.25,7.93333333333333,"Africa/Lagos","NIGHT",1,1
"610",2015-02-21 10:35:00,2015-02-21 09:35:00,2015-02-21,2015-02-21,"HORN OF AFRICA/ GULF OF ADEN","DJIBOUTI","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",13.05,43.1,"Asia/Riyadh","MORNING",1,0
"611",2015-02-21 05:15:00,2015-02-21 04:15:00,2015-02-21,2015-02-21,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.17,103.436666666667,"Asia/Jakarta","NIGHT",1,0
"612",NA,NA,2015-02-21,2015-02-21,"SOUTH AMERICA","COLOMBIA","OTHER MARITIME RISK","TANKER","0","ANCHORAGE",10.3126486111111,-74.4884522222222,"America/Bogota","UNKNOWN",1,1
"613",2015-02-20 21:30:00,2015-02-20 20:30:00,2015-02-20,2015-02-20,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.14333333333333,104.653333333333,"Asia/Kuala_Lumpur","EVENING",1,1
"614",NA,NA,2015-02-20,2015-02-20,"WEST AFRICA","NIGERIA","ANTI-PIRACY/NAVAL OPERATION","TANKER","0","OFF SHORE",4.16285194444445,6.03323361111111,"Africa/Lagos","UNKNOWN",1,0
"615",2015-02-19 12:50:00,2015-02-19 11:50:00,2015-02-19,2015-02-19,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.03333333333333,4.63333333333333,"Africa/Lagos","AFTERNOON",1,1
"616",NA,NA,2015-02-17,2015-02-17,"SOUTH AMERICA","BRAZIL","ARMED ROBBERY AT ANCHORAGE","SKIPPER","0","ANCHORAGE",-1.4916075,-43.6827991666667,"America/Recife","EVENING",1,1
"617",2015-02-16 05:15:00,2015-02-16 04:15:00,2015-02-16,2015-02-16,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.15,103.433333333333,"Asia/Jakarta","NIGHT",1,0
"618",2015-02-16 00:00:00,2015-02-15 23:00:00,2015-02-16,2015-02-15,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.15,5,"Africa/Lagos","NIGHT",1,1
"619",NA,NA,2015-02-16,2015-02-16,"SOUTH EAST ASIA","PHILIPPINES","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",5.78584138888889,125.154876666667,"Asia/Manila","UNKNOWN",1,1
"620",2015-02-15 05:40:00,2015-02-15 04:40:00,2015-02-15,2015-02-15,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",4.78333333333333,4.5,"Africa/Lagos","NIGHT",1,1
"621",NA,NA,2015-02-15,2015-02-15,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",22.1469988888889,90.868435,"Asia/Dhaka","UNKNOWN",1,1
"622",2015-02-14 22:10:00,2015-02-14 21:10:00,2015-02-14,2015-02-14,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",20.615,106.855,"Asia/Ho_Chi_Minh","EVENING",1,1
"623",2015-02-14 09:00:00,2015-02-14 08:00:00,2015-02-14,2015-02-14,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.122,4.839,"Africa/Lagos","MORNING",1,1
"624",2015-02-14 02:54:00,2015-02-14 01:54:00,2015-02-14,2015-02-14,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT BERTH","BULK CARRIER","0","BERTH",3.78833333333333,98.6983333333333,"Asia/Jakarta","NIGHT",1,1
"625",NA,NA,2015-02-14,2015-02-14,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",4.36666666666667,5.13333333333333,"Africa/Lagos","UNKNOWN",1,1
"626",2015-02-13 08:09:00,2015-02-13 07:09:00,2015-02-13,2015-02-13,"WEST AFRICA","NIGERIA","HIJACKING AT SEA","UNKNOWN","0","OFF SHORE",5.36666666666667,5.13333333333333,"Africa/Lagos","MORNING",1,1
"627",2015-02-13 20:00:00,2015-02-13 19:00:00,2015-02-13,2015-02-13,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",3.18333333333333,100.716666666667,"Asia/Jakarta","EVENING",1,1
"628",2015-02-12 20:00:00,2015-02-12 19:00:00,2015-02-12,2015-02-12,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",-2.31666666666667,114.466666666667,"Asia/Pontianak","EVENING",1,0
"629",2015-02-12 10:50:00,2015-02-12 09:50:00,2015-02-12,2015-02-12,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",5.28333333333333,4.41666666666667,"Africa/Lagos","MORNING",1,1
"630",2015-02-12 02:45:00,2015-02-12 01:45:00,2015-02-12,2015-02-12,"SOUTH EAST ASIA","VIETNAM","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",20.6833333333333,107.2,"Asia/Ho_Chi_Minh","NIGHT",1,1
"631",NA,NA,2015-02-12,2015-02-12,"WEST AFRICA","SENEGAL","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,12.5833333333333,-16.1666666666667,"Africa/Abidjan","UNKNOWN",1,0
"632",NA,NA,2015-02-12,2015-02-12,"WEST AFRICA","CAMEROON","KIDNAP/RANSOM AT SEA",NA,"0","OFF SHORE",4.68784555555556,8.63337694444444,"Africa/Lagos","UNKNOWN",1,1
"633",2015-02-11 12:45:00,2015-02-11 11:45:00,2015-02-11,2015-02-11,"WEST AFRICA","GUINEA-BISSAU","HIJACKING AT SEA",NA,"0","OFF SHORE",12.5833333333333,-16.1666666666667,"Africa/Abidjan","AFTERNOON",1,1
"634",2015-02-11 00:00:00,2015-02-10 23:00:00,2015-02-11,2015-02-10,"WEST AFRICA","GUINEA-BISSAU","HIJACKING AT SEA",NA,"0",NA,11.1833333333333,-16.7,"Africa/Bissau","NIGHT",1,1
"635",2015-02-10 22:45:00,2015-02-10 21:45:00,2015-02-10,2015-02-10,"SOUTH EAST ASIA","VIETNAM","THEFT AT BERTH","CONTAINER SHIP","0","BERTH",20.8305661111111,106.796470555556,"Asia/Ho_Chi_Minh","EVENING",1,1
"636",2015-02-10 08:30:00,2015-02-10 07:30:00,2015-02-10,2015-02-10,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",6.26666666666667,2.96666666666667,"Africa/Lagos","MORNING",1,1
"637",2015-02-10 07:30:00,2015-02-10 06:30:00,2015-02-10,2015-02-10,"WEST AFRICA","GUINEA","HIJACKING AT SEA",NA,"0","OFF SHORE",9.43333333333333,-16.9166666666667,"Africa/Conakry","MORNING",1,1
"638",2015-02-09 13:15:00,2015-02-09 12:15:00,2015-02-09,2015-02-09,"WEST AFRICA","BENIN","HIJACKING AT SEA",NA,"0","OFF SHORE",6.14166666666667,2.55666666666667,"Africa/Lagos","AFTERNOON",1,1
"639",2015-02-09 09:00:00,2015-02-09 08:00:00,2015-02-09,2015-02-09,"WEST AFRICA","SIERRA LEONE","HIJACKING AT SEA",NA,"0","OFF SHORE",8.30833333333333,-14.08,"Africa/Abidjan","MORNING",1,1
"640",NA,NA,2015-02-06,2015-02-06,"NORTH AFRICA","LIBYA","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0",NA,32.107815,20.0500488888889,"Africa/Tripoli","UNKNOWN",1,1
"641",2015-02-05 03:20:00,2015-02-05 02:20:00,2015-02-05,2015-02-05,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","CHEMICAL TANKER","0","OFF SHORE",6.4405,3.42233333333333,"Africa/Lagos","NIGHT",1,0
"642",2015-02-04 21:00:00,2015-02-04 20:00:00,2015-02-04,2015-02-04,"WEST AFRICA","LIBERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",3.5,-7.7,"Africa/Monrovia","EVENING",1,1
"643",2015-02-04 07:45:00,2015-02-04 06:45:00,2015-02-04,2015-02-04,"WEST AFRICA","COTE D'IVOIRE","HIJACKING AT SEA",NA,"0","OFF SHORE",3.2,-6.93333333333333,"Africa/Abidjan","MORNING",1,1
"644",2015-02-05 07:30:00,2015-02-05 06:30:00,2015-02-05,2015-02-05,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.2,107.05,"Asia/Ho_Chi_Minh","MORNING",1,1
"645",2015-02-03 22:00:00,2015-02-03 21:00:00,2015-02-03,2015-02-03,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","CRUDE OIL TANKER","0","OFF SHORE",4.205,8.07333333333333,"Africa/Lagos","EVENING",1,1
"646",2015-02-03 09:00:00,2015-02-03 08:00:00,2015-02-03,2015-02-03,"WEST AFRICA","COTE D'IVOIRE","HIJACKING AT SEA",NA,"0","OFF SHORE",3.25,-3.38333333333333,"Africa/Abidjan","MORNING",1,1
